Date Time Value
20160517 2150 17.1
20160517 2155 17.4
20160517 2200 17.5
20160517 2205 17.5
20160517 2210 18.5
20160517 2215 18.0
20160517 2220 18.6
20160517 2225 18.2
20160517 2230 17.8
20160517 2235 18.1
20160517 2240 17.9
20160517 2245 18.1
20160517 2250 18.4
20160517 2255 17.9
20160517 2300 18.6
20160517 2305 18.1
20160517 2310 18.3
20160517 2315 18.3
20160517 2320 17.9
20160517 2325 18.2
20160517 2330 18.0
20160517 2335 17.8
20160517 2340 17.9
20160517 2345 17.8
20160517 2350 18.0
20160517 2355 17.4
20160518 0000 17.6
20160518 0005 17.7
20160518 0010 17.5
20160518 0015 17.8
20160518 0020 17.7
20160518 0025 17.4
20160518 0030 17.8
20160518 0035 17.7
20160518 0040 17.5
20160518 0045 17.5
20160518 0050 17.3
20160518 0055 17.2
20160518 0100 17.0
20160518 0105 17.0
20160518 0110 17.2
20160518 0115 16.9
20160518 0120 17.0
20160518 0125 16.9
20160518 0130 16.7
20160518 0135 16.5
20160518 0140 16.5
20160518 0145 16.3
20160518 0150 16.2
20160518 0155 16.2
20160518 0200 16.1
20160518 0205 15.9
20160518 0210 15.8
20160518 0215 15.7
20160518 0220 15.7
20160518 0225 15.6
20160518 0230 15.5
20160518 0235 15.4
20160518 0240 15.3
20160518 0245 15.1
20160518 0250 15.1
20160518 0255 15.0
20160518 0300 14.9
20160518 0305 14.9
20160518 0310 14.8
20160518 0315 14.7
20160518 0320 14.7
20160518 0325 14.7
20160518 0330 14.6
20160518 0335 14.5
20160518 0340 14.5
20160518 0345 14.4
20160518 0350 14.3
20160518 0355 14.2
20160518 0400 14.1
20160518 0405 14.0
20160518 0410 13.7
20160518 0415 13.4
20160518 0420 13.5
20160518 0425 13.7
20160518 0430 13.3
20160518 0435 13.2
20160518 0440 13.3
20160518 0445 13.4
20160518 0450 13.3
20160518 0455 13.5
20160518 0500 13.5
20160518 0505 13.6
20160518 0510 13.5
20160518 0515 13.6
20160518 0520 13.6
20160518 0525 13.7
20160518 0530 13.7
20160518 0535 13.6
20160518 0540 13.5
20160518 0545 13.5
20160518 0550 13.5
20160518 0555 13.5
20160518 0600 13.5
20160518 0605 13.5
20160518 0610 13.5
20160518 0615 13.5
20160518 0620 13.5
20160518 0625 13.5
20160518 0630 13.5
20160518 0635 13.5
20160518 0640 13.5
20160518 0645 13.5
20160518 0650 13.5
20160518 0655 13.5
20160518 0700 13.4
20160518 0705 13.4
20160518 0710 13.5
20160518 0715 13.4
20160518 0720 13.5
20160518 0725 13.5
20160518 0730 13.5
20160518 0735 13.5
20160518 0740 13.5
20160518 0745 13.5
20160518 0750 13.5
20160518 0755 13.5
20160518 0800 13.5
20160518 0805 13.6
20160518 0810 13.5
20160518 0815 13.5
20160518 0820 13.5
20160518 0825 13.5
20160518 0830 13.5
20160518 0835 13.6
20160518 0840 13.6
20160518 0845 13.5
20160518 0850 13.5
20160518 0855 13.5
20160518 0900 13.4
20160518 0905 13.4
20160518 0910 13.4
20160518 0915 13.4
20160518 0920 13.4
20160518 0925 13.4
20160518 0930 13.4
20160518 0935 13.3
20160518 0940 13.3
20160518 0945 13.4
20160518 0950 13.3
20160518 0955 13.4
20160518 1000 13.5
20160518 1005 13.5
20160518 1010 13.5
20160518 1015 13.5
20160518 1020 13.5
20160518 1025 13.5
20160518 1030 13.5
20160518 1035 13.4
20160518 1040 13.4
20160518 1045 13.4
20160518 1050 13.5
20160518 1055 13.5
20160518 1100 13.5
20160518 1105 13.5
20160518 1110 13.6
20160518 1115 13.6
20160518 1120 13.6
20160518 1125 13.6
20160518 1130 13.6
20160518 1135 13.6
20160518 1140 13.6
20160518 1145 13.6
20160518 1150 13.6
20160518 1155 13.5
20160518 1200 13.6
20160518 1205 13.6
20160518 1210 13.5
20160518 1215 13.6
20160518 1220 13.5
20160518 1225 13.5
20160518 1230 13.5
20160518 1235 13.5
20160518 1240 13.5
20160518 1245 13.5
20160518 1250 13.4
20160518 1255 13.5
20160518 1300 13.4
20160518 1305 13.4
20160518 1310 13.4
20160518 1315 13.4
20160518 1320 13.4
20160518 1325 13.5
20160518 1330 13.5
20160518 1335 13.5
20160518 1340 13.5
20160518 1345 13.6
20160518 1350 13.5
20160518 1355 13.5
20160518 1400 13.5
20160518 1405 13.5
20160518 1410 13.5
20160518 1415 13.5
20160518 1420 13.6
20160518 1425 13.7
20160518 1430 13.8
20160518 1435 13.7
20160518 1440 13.7
20160518 1445 13.8
20160518 1450 13.8
20160518 1455 13.9
20160518 1500 14.0
20160518 1505 13.9
20160518 1510 13.8
20160518 1515 14.0
20160518 1520 14.0
20160518 1525 14.2
20160518 1530 14.2
20160518 1535 14.3
20160518 1540 14.4
20160518 1545 14.5
20160518 1550 14.4
20160518 1555 14.3
20160518 1600 14.4
20160518 1605 14.2
20160518 1610 14.4
20160518 1615 14.5
20160518 1620 14.5
20160518 1625 14.6
20160518 1630 14.6
20160518 1635 14.6
20160518 1640 14.6
20160518 1645 14.7
20160518 1650 14.9
20160518 1655 14.9
20160518 1700 15.0
20160518 1705 15.2
20160518 1710 15.2
20160518 1715 15.5
20160518 1720 15.9
20160518 1725 15.5
20160518 1730 15.8
20160518 1735 15.7
20160518 1740 15.8
20160518 1745 15.6
20160518 1750 15.8
20160518 1755 15.8
20160518 1800 16.1
20160518 1805 15.9
20160518 1810 16.2
20160518 1815 16.5
20160518 1820 16.3
20160518 1825 16.5
20160518 1830 15.8
20160518 1835 16.3
20160518 1840 16.4
20160518 1845 16.6
20160518 1850 16.6
20160518 1855 16.8
20160518 1900 17.0
20160518 1905 16.6
20160518 1910 16.9
20160518 1915 16.7
20160518 1920 16.9
20160518 1925 17.0
20160518 1930 16.8
20160518 1935 17.0
20160518 1940 16.8
20160518 1945 16.5
20160518 1950 16.7
20160518 1955 17.1
20160518 2000 16.9
20160518 2005 16.9
20160518 2010 16.9
20160518 2015 16.6
20160518 2020 16.7
20160518 2025 16.4
20160518 2030 16.6
20160518 2035 16.6
20160518 2040 16.9
20160518 2045 17.0
20160518 2050 17.1
20160518 2055 17.1
20160518 2100 16.8
20160518 2105 16.7
20160518 2110 16.8
20160518 2115 17.0
20160518 2120 17.0
20160518 2125 17.1
20160518 2130 16.7
20160518 2135 17.2
20160518 2140 17.2
20160518 2145 17.0
20160518 2150 16.8
20160518 2155 16.4
20160518 2200 16.5
20160518 2205 16.8
20160518 2210 16.3
20160518 2215 16.3
20160518 2220 16.0
20160518 2225 15.8
20160518 2230 15.6
20160518 2235 15.6
20160518 2240 15.4
20160518 2245 15.4
20160518 2250 15.2
20160518 2255 15.4
20160518 2300 15.5
20160518 2305 15.3
20160518 2310 15.4
20160518 2315 15.4
20160518 2320 15.5
20160518 2325 15.5
20160518 2330 15.6
20160518 2335 15.5
20160518 2340 15.5
20160518 2345 15.3
20160518 2350 15.2
20160518 2355 15.1
20160519 0000 15.0
20160519 0005 15.0
20160519 0010 15.0
20160519 0015 14.9
20160519 0020 14.7
20160519 0025 14.7
20160519 0030 14.8
20160519 0035 14.7
20160519 0040 14.7
20160519 0045 14.6
20160519 0050 14.6
20160519 0055 14.6
20160519 0100 14.5
20160519 0105 14.3
20160519 0110 14.4
20160519 0115 14.6
20160519 0120 14.4
20160519 0125 14.3
20160519 0130 14.3
20160519 0135 14.4
20160519 0140 14.3
20160519 0145 14.2
20160519 0150 14.3
20160519 0155 14.1
20160519 0200 14.1
20160519 0205 14.0
20160519 0210 13.9
20160519 0215 14.1
20160519 0220 14.0
20160519 0225 13.9
20160519 0230 14.0
20160519 0235 13.9
20160519 0240 13.8
20160519 0245 13.8
20160519 0250 13.8
20160519 0255 13.9
20160519 0300 14.0
20160519 0305 14.0
20160519 0310 14.0
20160519 0315 14.0
20160519 0320 14.0
20160519 0325 13.9
20160519 0330 13.8
20160519 0335 13.9
20160519 0340 13.9
20160519 0345 13.8
20160519 0350 13.8
20160519 0355 13.9
20160519 0400 13.9
20160519 0405 13.8
20160519 0410 13.8
20160519 0415 13.7
20160519 0420 13.8
20160519 0425 13.8
20160519 0430 13.8
20160519 0435 13.8
20160519 0440 13.8
20160519 0445 13.8
20160519 0450 13.9
20160519 0455 13.9
20160519 0500 13.8
20160519 0505 13.8
20160519 0510 13.8
20160519 0515 13.9
20160519 0520 13.8
20160519 0525 13.8
20160519 0530 13.9
20160519 0535 13.9
20160519 0540 14.0
20160519 0545 14.0
20160519 0550 14.0
20160519 0555 14.0
20160519 0600 14.0
20160519 0605 14.0
20160519 0610 14.0
20160519 0615 14.0
20160519 0620 14.0
20160519 0625 14.0
20160519 0630 14.1
20160519 0635 14.1
20160519 0640 14.2
20160519 0645 14.1
20160519 0650 14.1
20160519 0655 14.1
20160519 0700 14.2
20160519 0705 14.2
20160519 0710 14.2
20160519 0715 14.2
20160519 0720 14.2
20160519 0725 14.2
20160519 0730 14.2
20160519 0735 14.1
20160519 0740 14.2
20160519 0745 14.2
20160519 0750 14.1
20160519 0755 14.1
20160519 0800 14.1
20160519 0805 14.1
20160519 0810 14.0
20160519 0815 14.0
20160519 0820 13.9
20160519 0825 14.0
20160519 0830 14.0
20160519 0835 13.9
20160519 0840 13.8
20160519 0845 13.9
20160519 0850 13.8
20160519 0855 13.8
20160519 0900 13.8
20160519 0905 13.8
20160519 0910 13.8
20160519 0915 13.7
20160519 0920 13.7
20160519 0925 13.7
20160519 0930 13.7
20160519 0935 13.6
20160519 0940 13.6
20160519 0945 13.5
20160519 0950 13.5
20160519 0955 13.5
20160519 1000 13.4
20160519 1005 13.4
20160519 1010 13.4
20160519 1015 13.3
20160519 1020 13.3
20160519 1025 13.3
20160519 1030 13.5
20160519 1035 13.6
20160519 1040 13.6
20160519 1045 13.6
20160519 1050 13.6
20160519 1055 13.5
20160519 1100 13.4
20160519 1105 13.4
20160519 1110 13.3
20160519 1115 13.3
20160519 1120 13.3
20160519 1125 13.3
20160519 1130 13.3
20160519 1135 13.2
20160519 1140 13.1
20160519 1145 13.1
20160519 1150 13.1
20160519 1155 13.1
20160519 1200 13.1
20160519 1205 13.1
20160519 1210 13.1
20160519 1215 13.1
20160519 1220 13.1
20160519 1225 13.1
20160519 1230 13.0
20160519 1235 13.1
20160519 1240 13.1
20160519 1245 13.2
20160519 1250 13.2
20160519 1255 13.2
20160519 1300 13.3
20160519 1305 13.3
20160519 1310 13.4
20160519 1315 13.3
20160519 1320 13.4
20160519 1325 13.5
20160519 1330 13.5
20160519 1335 13.5
20160519 1340 13.5
20160519 1345 13.5
20160519 1350 13.6
20160519 1355 13.6
20160519 1400 13.6
20160519 1405 13.5
20160519 1410 13.5
20160519 1415 13.5
20160519 1420 13.5
20160519 1425 13.5
20160519 1430 13.7
20160519 1435 13.7
20160519 1440 13.8
20160519 1445 13.7
20160519 1450 13.6
20160519 1455 13.8
20160519 1500 13.9
20160519 1505 13.9
20160519 1510 13.9
20160519 1515 14.1
20160519 1520 14.1
20160519 1525 14.1
20160519 1530 14.2
20160519 1535 14.2
20160519 1540 14.2
20160519 1545 14.2
20160519 1550 14.3
20160519 1555 14.4
20160519 1600 14.3
20160519 1605 14.3
20160519 1610 14.4
20160519 1615 14.5
20160519 1620 14.4
20160519 1625 14.4
20160519 1630 14.4
20160519 1635 14.6
20160519 1640 14.6
20160519 1645 14.7
20160519 1650 14.6
20160519 1655 14.7
20160519 1700 14.8
20160519 1705 14.7
20160519 1710 15.1
20160519 1715 14.9
20160519 1720 15.0
20160519 1725 15.1
20160519 1730 15.3
20160519 1735 15.4
20160519 1740 15.8
20160519 1745 15.7
20160519 1750 15.9
20160519 1755 16.2
20160519 1800 16.1
20160519 1805 16.2
20160519 1810 16.1
20160519 1815 16.1
20160519 1820 15.9
20160519 1825 16.0
20160519 1830 16.0
20160519 1835 16.1
20160519 1840 16.3
20160519 1845 16.2
20160519 1850 16.2
20160519 1855 16.3
20160519 1900 16.3
20160519 1905 16.5
20160519 1910 16.3
20160519 1915 16.2
20160519 1920 16.5
20160519 1925 16.6
20160519 1930 16.8
20160519 1935 16.7
20160519 1940 16.6
20160519 1945 16.8
20160519 1950 16.8
20160519 1955 16.7
20160519 2000 16.8
20160519 2005 16.8
20160519 2010 16.8
20160519 2015 16.5
20160519 2020 16.6
20160519 2025 16.6
20160519 2030 16.6
20160519 2035 16.7
20160519 2040 17.3
20160519 2045 17.3
20160519 2050 17.2
20160519 2055 17.8
20160519 2100 17.4
20160519 2105 17.5
20160519 2110 17.6
20160519 2115 17.7
20160519 2120 17.5
20160519 2125 17.9
20160519 2130 18.1
20160519 2135 18.0
20160519 2140 18.4
20160519 2145 18.4
20160519 2150 18.8
20160519 2155 19.3
20160519 2200 18.8
20160519 2205 19.2
20160519 2210 19.3
20160519 2215 19.0
20160519 2220 19.1
20160519 2225 18.6
20160519 2230 18.6
20160519 2235 18.4
20160519 2240 18.7
20160519 2245 18.6
20160519 2250 18.3
20160519 2255 18.4
20160519 2300 18.5
20160519 2305 18.3
20160519 2310 18.1
20160519 2315 18.2
20160519 2320 18.2
20160519 2325 18.0
20160519 2330 18.0
20160519 2335 18.0
20160519 2340 17.9
20160519 2345 18.1
20160519 2350 17.9
20160519 2355 17.9
20160520 0000 17.9
20160520 0005 17.8
20160520 0010 17.9
20160520 0015 18.3
20160520 0020 17.7
20160520 0025 17.6
20160520 0030 17.9
20160520 0035 17.4
20160520 0040 17.4
20160520 0045 17.1
20160520 0050 17.4
20160520 0055 17.4
20160520 0100 17.6
20160520 0105 17.8
20160520 0110 18.0
20160520 0115 17.9
20160520 0120 18.0
20160520 0125 18.4
20160520 0130 18.4
20160520 0135 18.3
20160520 0140 18.2
20160520 0145 18.4
20160520 0150 18.6
20160520 0155 18.2
20160520 0200 17.5
20160520 0205 17.2
20160520 0210 17.1
20160520 0215 17.1
20160520 0220 16.7
20160520 0225 16.3
20160520 0230 16.0
20160520 0235 15.9
20160520 0240 15.8
20160520 0245 15.6
20160520 0250 15.4
20160520 0255 15.1
20160520 0300 15.2
20160520 0305 15.2
20160520 0310 15.2
20160520 0315 15.1
20160520 0320 15.3
20160520 0325 15.4
20160520 0330 15.4
20160520 0335 15.3
20160520 0340 15.2
20160520 0345 15.0
20160520 0350 15.0
20160520 0355 15.0
20160520 0400 14.9
20160520 0405 14.9
20160520 0410 14.8
20160520 0415 14.8
20160520 0420 14.9
20160520 0425 15.0
20160520 0430 14.9
20160520 0435 14.8
20160520 0440 14.1
20160520 0445 13.1
20160520 0450 13.9
20160520 0455 14.0
20160520 0500 12.9
20160520 0505 12.8
20160520 0510 13.2
20160520 0515 11.9
20160520 0520 12.0
20160520 0525 13.0
20160520 0530 13.2
20160520 0535 12.7
20160520 0540 12.5
20160520 0545 12.7
20160520 0550 13.0
20160520 0555 13.5
20160520 0600 13.3
20160520 0605 12.8
20160520 0610 12.5
20160520 0615 12.3
20160520 0620 12.5
20160520 0625 12.4
20160520 0630 12.6
20160520 0635 12.8
20160520 0640 12.7
20160520 0645 13.0
20160520 0650 12.6
20160520 0655 12.6
20160520 0700 11.7
20160520 0705 10.7
20160520 0710 10.5
20160520 0715 10.4
20160520 0720 10.1
20160520 0725 9.8
20160520 0730 10.2
20160520 0735 10.9
20160520 0740 10.1
20160520 0745 10.8
20160520 0750 11.2
20160520 0755 9.9
20160520 0800 11.4
20160520 0805 11.4
20160520 0810 10.6
20160520 0815 13.5
20160520 0820 12.2
20160520 0825 11.6
20160520 0830 11.1
20160520 0835 11.7
20160520 0840 11.9
20160520 0845 11.9
20160520 0850 11.7
20160520 0855 11.2
20160520 0900 10.7
20160520 0905 11.7
20160520 0910 12.5
20160520 0915 12.3
20160520 0920 11.8
20160520 0925 11.5
20160520 0930 11.3
20160520 0935 11.1
20160520 0940 11.4
20160520 0945 11.4
20160520 0950 11.0
20160520 0955 11.0
20160520 1000 11.2
20160520 1005 10.8
20160520 1010 10.7
20160520 1015 10.9
20160520 1020 10.6
20160520 1025 10.3
20160520 1030 10.1
20160520 1035 10.4
20160520 1040 10.5
20160520 1045 10.2
20160520 1050 10.6
20160520 1055 10.5
20160520 1100 10.4
20160520 1105 11.1
20160520 1110 10.6
20160520 1115 9.8
20160520 1120 9.7
20160520 1125 9.6
20160520 1130 10.1
20160520 1135 10.5
20160520 1140 10.4
20160520 1145 10.3
20160520 1150 10.4
20160520 1155 9.6
20160520 1200 9.9
20160520 1205 9.6
20160520 1210 9.7
20160520 1215 10.1
20160520 1220 10.5
20160520 1225 10.5
20160520 1230 10.7
20160520 1235 10.7
20160520 1240 10.6
20160520 1245 10.7
20160520 1250 10.6
20160520 1255 10.6
20160520 1300 10.4
20160520 1305 10.3
20160520 1310 10.3
20160520 1315 9.8
20160520 1320 10.2
20160520 1325 10.7
20160520 1330 10.9
20160520 1335 10.8
20160520 1340 11.0
20160520 1345 11.4
20160520 1350 11.6
20160520 1355 11.8
20160520 1400 12.0
20160520 1405 12.2
20160520 1410 12.6
20160520 1415 12.9
20160520 1420 13.0
20160520 1425 13.2
20160520 1430 13.4
20160520 1435 13.5
20160520 1440 13.6
20160520 1445 13.9
20160520 1450 13.9
20160520 1455 14.0
20160520 1500 14.2
20160520 1505 14.3
20160520 1510 14.8
20160520 1515 15.1
20160520 1520 15.4
20160520 1525 15.3
20160520 1530 14.7
20160520 1535 15.5
20160520 1540 15.7
20160520 1545 16.5
20160520 1550 16.2
20160520 1555 16.6
20160520 1600 15.6
20160520 1605 15.7
20160520 1610 15.8
20160520 1615 16.0
20160520 1620 16.1
20160520 1625 16.4
20160520 1630 16.5
20160520 1635 16.0
20160520 1640 16.9
20160520 1645 17.6
20160520 1650 17.1
20160520 1655 17.2
20160520 1700 17.1
20160520 1705 17.0
20160520 1710 17.2
20160520 1715 17.1
20160520 1720 17.1
20160520 1725 17.0
20160520 1730 16.8
20160520 1735 16.7
20160520 1740 16.6
20160520 1745 16.4
20160520 1750 16.5
20160520 1755 16.7
20160520 1800 16.8
20160520 1805 16.7
20160520 1810 16.8
20160520 1815 16.8
20160520 1820 17.1
20160520 1825 18.1
20160520 1830 18.4
20160520 1835 18.3
20160520 1840 17.6
20160520 1845 18.0
20160520 1850 17.1
20160520 1855 17.5
20160520 1900 17.9
20160520 1905 18.7
20160520 1910 18.5
20160520 1915 17.7
20160520 1920 17.5
20160520 1925 17.8
20160520 1930 18.4
20160520 1935 18.4
20160520 1940 18.4
20160520 1945 18.4
20160520 1950 18.3
20160520 1955 17.8
20160520 2000 18.1
20160520 2005 17.3
20160520 2010 17.0
20160520 2015 17.6
20160520 2020 18.2
20160520 2025 18.1
20160520 2030 18.6
20160520 2035 18.9
20160520 2040 18.9
20160520 2045 19.0
20160520 2050 19.4
20160520 2055 19.2
20160520 2100 18.3
20160520 2105 18.4
20160520 2110 18.1
20160520 2115 18.3
20160520 2120 18.4
20160520 2125 18.9
20160520 2130 18.9
20160520 2135 18.7
20160520 2140 18.5
20160520 2145 18.2
20160520 2150 18.6
20160520 2155 18.7
20160520 2200 18.4
20160520 2205 18.6
20160520 2210 18.5
20160520 2215 18.6
20160520 2220 18.5
20160520 2225 18.8
20160520 2230 18.6
20160520 2235 18.4
20160520 2240 18.0
20160520 2245 18.2
20160520 2250 18.1
20160520 2255 17.8
20160520 2300 17.4
20160520 2305 17.7
20160520 2310 18.2
20160520 2315 17.9
20160520 2320 17.7
20160520 2325 17.7
20160520 2330 17.8
20160520 2335 17.6
20160520 2340 17.4
20160520 2345 17.2
20160520 2350 17.2
20160520 2355 17.3
20160521 0000 17.1
20160521 0005 17.4
20160521 0010 17.4
20160521 0015 17.3
20160521 0020 17.5
20160521 0025 17.5
20160521 0030 17.7
20160521 0035 17.7
20160521 0040 17.7
20160521 0045 17.5
20160521 0050 17.3
20160521 0055 17.4
20160521 0100 17.4
20160521 0105 17.2
20160521 0110 17.0
20160521 0115 17.3
20160521 0120 17.2
20160521 0125 17.2
20160521 0130 17.0
20160521 0135 16.5
20160521 0140 16.6
20160521 0145 16.9
20160521 0150 16.8
20160521 0155 16.8
20160521 0200 16.6
20160521 0205 16.3
20160521 0210 16.3
20160521 0215 16.1
20160521 0220 16.0
20160521 0225 15.9
20160521 0230 15.7
20160521 0235 15.7
20160521 0240 15.5
20160521 0245 15.3
20160521 0250 15.2
20160521 0255 15.1
20160521 0300 15.1
20160521 0305 15.1
20160521 0310 15.0
20160521 0315 14.9
20160521 0320 14.8
20160521 0325 14.5
20160521 0330 14.4
20160521 0335 14.5
20160521 0340 14.2
20160521 0345 14.0
20160521 0350 13.8
20160521 0355 13.4
20160521 0400 13.1
20160521 0405 12.5
20160521 0410 12.1
20160521 0415 12.7
20160521 0420 13.3
20160521 0425 13.2
20160521 0430 12.8
20160521 0435 12.5
20160521 0440 10.7
20160521 0445 11.8
20160521 0450 12.3
20160521 0455 11.2
20160521 0500 11.8
20160521 0505 13.3
20160521 0510 12.5
20160521 0515 11.5
20160521 0520 12.2
20160521 0525 11.7
20160521 0530 13.1
20160521 0535 12.1
20160521 0540 12.7
20160521 0545 13.2
20160521 0550 13.1
20160521 0555 13.1
20160521 0600 12.6
20160521 0605 13.4
20160521 0610 13.1
20160521 0615 13.1
20160521 0620 13.4
20160521 0625 13.8
20160521 0630 14.0
20160521 0635 13.8
20160521 0640 14.2
20160521 0645 13.8
20160521 0650 13.9
20160521 0655 13.3
20160521 0700 13.1
20160521 0705 13.2
20160521 0710 13.5
20160521 0715 12.8
20160521 0720 13.0
20160521 0725 13.0
20160521 0730 12.8
20160521 0735 13.0
20160521 0740 12.3
20160521 0745 12.8
20160521 0750 12.6
20160521 0755 12.1
20160521 0800 11.8
20160521 0805 11.7
20160521 0810 11.7
20160521 0815 11.9
20160521 0820 11.6
20160521 0825 12.4
20160521 0830 12.4
20160521 0835 11.9
20160521 0840 11.2
20160521 0845 10.9
20160521 0850 12.0
20160521 0855 11.5
20160521 0900 12.3
20160521 0905 12.1
20160521 0910 11.3
20160521 0915 11.4
20160521 0920 11.5
20160521 0925 12.1
20160521 0930 11.4
20160521 0935 11.1
20160521 0940 10.6
20160521 0945 10.4
20160521 0950 11.0
20160521 0955 10.9
20160521 1000 11.3
20160521 1005 11.4
20160521 1010 11.1
20160521 1015 10.5
20160521 1020 10.3
20160521 1025 10.4
20160521 1030 10.5
20160521 1035 9.8
20160521 1040 9.3
20160521 1045 9.0
20160521 1050 9.9
20160521 1055 9.2
20160521 1100 10.5
20160521 1105 12.2
20160521 1110 10.8
20160521 1115 10.8
20160521 1120 11.0
20160521 1125 11.0
20160521 1130 10.6
20160521 1135 10.7
20160521 1140 10.8
20160521 1145 10.4
20160521 1150 9.6
20160521 1155 9.0
20160521 1200 8.7
20160521 1205 8.9
20160521 1210 9.3
20160521 1215 9.2
20160521 1220 9.0
20160521 1225 9.0
20160521 1230 8.9
20160521 1235 8.5
20160521 1240 8.8
20160521 1245 8.8
20160521 1250 8.7
20160521 1255 8.2
20160521 1300 8.7
20160521 1305 8.0
20160521 1310 8.4
20160521 1315 8.7
20160521 1320 8.4
20160521 1325 8.1
20160521 1330 7.6
20160521 1335 7.9
20160521 1340 8.6
20160521 1345 9.0
20160521 1350 9.4
20160521 1355 9.9
20160521 1400 10.8
20160521 1405 11.8
20160521 1410 12.2
20160521 1415 12.3
20160521 1420 12.7
20160521 1425 13.2
20160521 1430 13.7
20160521 1435 14.0
20160521 1440 13.9
20160521 1445 14.3
20160521 1450 14.4
20160521 1455 14.2
20160521 1500 14.1
20160521 1505 13.9
20160521 1510 14.3
20160521 1515 14.4
20160521 1520 14.6
20160521 1525 14.7
20160521 1530 14.7
20160521 1535 14.8
20160521 1540 14.9
20160521 1545 14.9
20160521 1550 15.2
20160521 1555 15.6
20160521 1600 15.6
20160521 1605 15.5
20160521 1610 15.3
20160521 1615 15.4
20160521 1620 15.6
20160521 1625 15.8
20160521 1630 15.5
20160521 1635 15.9
20160521 1640 15.8
20160521 1645 16.2
20160521 1650 16.9
20160521 1655 16.4
20160521 1700 17.0
20160521 1705 16.8
20160521 1710 17.7
20160521 1715 17.3
20160521 1720 17.1
20160521 1725 17.2
20160521 1730 17.6
20160521 1735 17.8
20160521 1740 17.7
20160521 1745 17.7
20160521 1750 17.7
20160521 1755 17.9
20160521 1800 17.8
20160521 1805 17.5
20160521 1810 17.7
20160521 1815 18.1
20160521 1820 18.2
20160521 1825 18.0
20160521 1830 18.0
20160521 1835 18.0
20160521 1840 18.0
20160521 1845 18.3
20160521 1850 18.3
20160521 1855 18.7
20160521 1900 18.2
20160521 1905 18.3
20160521 1910 18.3
20160521 1915 18.6
20160521 1920 18.2
20160521 1925 18.5
20160521 1930 18.6
20160521 1935 18.3
20160521 1940 18.6
20160521 1945 18.0
20160521 1950 17.7
20160521 1955 18.4
20160521 2000 17.5
20160521 2005 18.2
20160521 2010 18.2
20160521 2015 17.9
20160521 2020 18.0
20160521 2025 17.8
20160521 2030 17.7
20160521 2035 18.8
20160521 2040 18.3
20160521 2045 18.1
20160521 2050 18.1
20160521 2055 18.4
20160521 2100 17.8
20160521 2105 18.0
20160521 2110 18.2
20160521 2115 18.1
20160521 2120 18.2
20160521 2125 18.3
20160521 2130 18.0
20160521 2135 18.0
20160521 2140 18.2
20160521 2145 17.9
20160521 2150 17.6
20160521 2155 17.8
20160521 2200 17.9
20160521 2205 18.1
20160521 2210 18.0
20160521 2215 18.2
20160521 2220 17.8
20160521 2225 17.5
20160521 2230 17.2
20160521 2235 17.7
20160521 2240 17.7
20160521 2245 17.6
20160521 2250 17.4
20160521 2255 17.4
20160521 2300 17.3
20160521 2305 17.3
20160521 2310 17.2
20160521 2315 17.3
20160521 2320 17.2
20160521 2325 17.1
20160521 2330 16.7
20160521 2335 15.7
20160521 2340 15.8
20160521 2345 16.7
20160521 2350 16.7
20160521 2355 16.2
20160522 0000 16.5
20160522 0005 16.1
20160522 0010 16.4
20160522 0015 16.8
20160522 0020 16.6
20160522 0025 16.7
20160522 0030 16.6
20160522 0035 16.5
20160522 0040 16.5
20160522 0045 16.4
20160522 0050 16.4
20160522 0055 16.5
20160522 0100 16.4
20160522 0105 16.5
20160522 0110 16.6
20160522 0115 16.5
20160522 0120 16.5
20160522 0125 16.8
20160522 0130 16.7
20160522 0135 16.7
20160522 0140 16.9
20160522 0145 17.4
20160522 0150 17.4
20160522 0155 17.4
20160522 0200 17.1
20160522 0205 17.2
20160522 0210 17.1
20160522 0215 16.9
20160522 0220 16.6
20160522 0225 16.5
20160522 0230 16.6
20160522 0235 16.6
20160522 0240 16.3
20160522 0245 16.3
20160522 0250 16.1
20160522 0255 15.9
20160522 0300 15.0
20160522 0305 15.3
20160522 0310 15.0
20160522 0315 14.9
20160522 0320 15.1
20160522 0325 14.3
20160522 0330 14.2
20160522 0335 13.8
20160522 0340 13.6
20160522 0345 13.7
20160522 0350 12.8
20160522 0355 12.2
20160522 0400 13.0
20160522 0405 13.1
20160522 0410 13.6
20160522 0415 13.5
20160522 0420 12.5
20160522 0425 13.5
20160522 0430 13.7
20160522 0435 12.8
20160522 0440 13.5
20160522 0445 13.8
20160522 0450 14.9
20160522 0455 14.4
20160522 0500 14.3
20160522 0505 14.3
20160522 0510 14.6
20160522 0515 14.6
20160522 0520 14.3
20160522 0525 14.5
20160522 0530 14.5
20160522 0535 14.3
20160522 0540 13.8
20160522 0545 13.5
20160522 0550 13.4
20160522 0555 13.3
20160522 0600 13.0
20160522 0605 13.1
20160522 0610 12.9
20160522 0615 13.3
20160522 0620 13.2
20160522 0625 12.7
20160522 0630 12.8
20160522 0635 13.3
20160522 0640 13.4
20160522 0645 13.7
20160522 0650 13.9
20160522 0655 14.0
20160522 0700 13.9
20160522 0705 13.9
20160522 0710 13.8
20160522 0715 13.7
20160522 0720 13.7
20160522 0725 13.7
20160522 0730 13.4
20160522 0735 12.6
20160522 0740 12.5
20160522 0745 12.6
